,出港航班号FLT,出港停机位,出港机型TYS,出港是否流控管制,起飞跑道,推出时间窗,排队长度,同时段离港,同时段进港,推出滑行时间
552,9C8895,11,1,1,1,36,4,3,4,889
553,9C8931,100,5,1,1,36,4,5,3,900
554,FM9327,118,21,1,1,36,3,6,5,1140
555,MU2994,59,6,0,1,36,3,6,4,709
556,HO1143,32,6,1,1,36,3,6,5,665
557,CA1524,27,15,1,1,36,4,4,6,859
558,OZ3625,5,9,0,1,36,5,5,7,1026
559,MU2166,63,2,0,1,36,6,5,8,1140
560,CA4516,2,9,0,1,37,6,3,6,850
561,MU5209,56,15,0,1,37,6,4,9,1195
562,MF8510,33,15,1,1,37,5,5,6,927
563,HO1193,29,21,0,1,37,6,10,11,1562
564,KE816,4,19,0,1,37,5,6,5,975
565,MU5517,49,6,1,1,37,5,5,5,840
566,CZ3832,48,2,1,1,37,5,3,4,748
567,HO1133,35,6,1,1,37,4,5,6,915
568,FM9313,47,15,1,1,37,6,4,6,939
569,FM9363,61,14,0,1,37,6,3,6,1069
570,MU5355,31,6,1,1,37,7,3,7,1151
571,MU5581,34,2,1,1,38,4,5,6,860
572,MU5549,58,2,0,1,38,4,4,8,1055
573,MU5579,128,1,0,1,38,4,3,7,900
574,CZ3572,53,21,0,1,38,5,0,4,589
575,FM9395,57,15,0,1,38,3,4,8,1069
576,9C8523,99,5,0,1,38,4,2,6,900
577,MU5157,30,9,1,1,39,2,2,2,480
578,MU5357,51,6,1,1,39,2,7,5,940
579,MU5411,22,15,0,1,39,4,4,5,744
580,MF8552,26,15,1,1,39,6,2,5,430
581,9C8803,9,5,0,1,39,3,10,11,1442
582,KN5956,59,15,1,1,39,5,6,8,1036
583,CZ6584,50,2,1,1,39,5,8,8,1002
584,MU2168,54,9,0,1,39,6,6,8,965
586,MU5413,28,1,0,1,39,6,6,8,1088
587,KN2218,55,15,1,1,39,7,5,8,1070
588,MU5119,42,19,1,1,39,6,5,9,1260
589,MU5315,75,15,0,1,40,8,3,8,1020
590,9C8737,10,5,1,1,40,6,6,9,1166
591,CZ3552,52,1,1,1,40,7,6,11,1263
592,CA1584,24,2,1,1,40,6,3,5,677
593,9C8853,11,5,1,1,40,7,7,8,1214
594,CA1830,44,9,0,1,40,5,5,2,703
595,MU2512,49,15,0,1,40,6,4,2,662
596,FM9321,23,15,0,1,40,5,3,0,552
597,CA1528,25,14,1,1,40,5,8,3,1027
598,CZ3504,45,19,0,1,40,6,4,2,769
599,SC1168,33,15,1,1,40,4,7,2,1011
600,MU5121,38,9,1,1,41,5,6,3,840
601,MU5812,46,15,1,1,41,5,5,4,681
602,MU5415,48,2,0,1,41,5,4,5,721
603,CZ3626,60,2,1,1,41,6,3,4,823
604,MU2170,47,6,0,1,41,5,3,4,780
605,HO1241,27,6,1,1,41,6,1,4,760
606,MU2407,58,15,1,1,41,5,1,6,1014
607,MU5309,56,15,0,1,41,3,1,4,549
608,MF8506,31,15,0,1,42,1,3,4,583
609,HU7610,37,9,1,1,42,3,1,2,320
610,MU5359,32,5,1,1,42,1,3,5,764
611,CA4502,35,6,1,1,42,2,3,5,705
612,MU5523,51,6,1,1,42,3,3,5,808
613,ZH9516,29,9,1,1,42,2,2,1,350
614,HO1151,36,6,1,1,42,2,5,4,770
615,MF8548,22,15,0,1,42,3,5,2,666
616,MU5350,50,1,1,1,43,4,4,3,713
617,CZ3588,61,1,1,1,42,3,8,6,1082
618,MU5559,57,1,0,1,43,5,3,5,746
619,MU5123,115,9,1,1,43,3,5,7,1080
620,MF8536,21,15,0,1,43,4,4,7,1084
621,CZ3582,53,20,1,1,43,6,1,7,999
622,CA4542,26,14,0,1,43,6,3,9,1234
623,HO1235,28,6,0,1,43,6,1,5,1005
624,SC4732,33,15,0,1,43,2,1,1,483
625,9C8955,9,1,1,1,44,1,1,4,754
626,MU2128,66,1,0,1,44,1,1,3,600
627,HO1287,38,21,1,1,44,1,2,4,658
628,CZ3546,45,19,1,1,44,1,2,6,694
629,CZ3567,54,9,1,1,45,2,0,4,593
630,9C8929,10,5,1,1,45,2,1,9,1066
631,MU5311,52,15,1,1,45,0,0,7,841
632,FM9107,34,15,1,1,46,0,0,2,540
633,MU5159,39,9,1,1,48,0,0,6,720
634,MU5331,69,9,1,1,1,0,0,2,900
635,MU5539,62,1,0,1,12,0,0,0,780
636,FM9279,104,15,0,1,13,0,1,0,360
637,9C8917,81,5,0,0,13,0,4,0,660
638,MU5633,72,5,0,1,14,1,4,0,540
639,HO1131,34,1,1,1,14,1,4,0,514
640,MU5459,111,5,0,1,14,2,4,0,480
641,FM9537,49,15,0,1,14,3,3,0,540
642,9C8821,82,5,1,0,14,1,5,0,900
643,FM9463,33,15,1,1,14,3,5,0,598
644,9C8909,83,5,1,0,14,1,6,0,780
645,FM9535,105,12,1,1,14,3,7,0,840
646,FM9073,106,15,1,1,14,2,5,0,540
647,9C8819,84,1,0,0,14,1,5,0,660
648,FM9205,15,15,1,1,14,3,7,0,780
649,FM9229,68,14,1,1,14,4,6,0,780
650,9C8635,9,5,1,0,14,1,4,0,720
651,FM9227,58,15,0,1,14,5,5,0,715
652,MU5137,37,9,1,1,14,4,7,0,842
653,9C8957,121,5,0,0,14,2,5,0,840
654,9C8845,11,5,1,0,15,2,4,0,696
655,MU5571,25,15,1,1,15,4,6,0,836
656,HO1123,26,6,0,1,15,3,6,0,638
657,MU2510,61,15,0,1,15,4,5,0,660
658,9C8835,98,5,0,0,15,2,4,0,720
659,HO1095,22,1,1,1,15,3,5,0,615
660,MU5389,59,6,0,1,15,4,5,0,704
661,9C8815,96,1,1,0,15,1,5,0,780
662,9C8897,10,5,0,0,15,2,4,0,840
663,HO1085,30,1,0,1,15,2,3,0,454
664,MF8518,31,15,1,1,15,2,7,0,835
665,MU5395,125,15,0,1,15,2,6,0,780
666,HO1111,29,21,0,1,15,3,3,0,511
667,9C8953,118,1,1,0,15,2,9,0,1200
668,FM9213,133,15,1,1,16,4,4,0,720
669,FM9307,117,9,0,0,15,1,7,0,960
670,9C8903,119,5,1,0,16,2,4,0,840
671,FM9421,108,6,1,1,16,3,3,0,480
672,FM9263,24,15,1,1,16,6,2,0,471
673,MU5814,28,15,1,1,16,3,10,0,1485
674,FM9245,57,15,0,1,16,2,9,0,1280
675,HO1217,23,6,1,1,16,3,10,0,1247
676,CZ3590,48,2,0,1,16,5,7,0,965
677,MU5363,103,5,0,1,16,6,8,0,840
678,CA1858,42,16,1,1,16,4,10,0,1222
679,MU5401,38,8,1,1,16,7,10,0,916
680,MU511,2,9,0,0,17,1,6,0,681
681,HO1157,27,6,0,1,16,7,9,0,1126
682,HO1119,39,21,1,1,17,7,8,0,948
683,MU9720,60,14,1,1,16,8,11,0,1332
684,MU2285,56,2,1,1,17,6,9,0,1009
685,FM9147,69,15,1,1,17,9,6,0,900
686,FM9515,102,15,0,1,17,7,6,1,1020
687,FM9217,18,15,1,1,17,8,9,2,1320
688,FM9453,74,14,1,1,17,7,9,2,1440
689,MU2152,51,6,1,1,17,8,7,2,1380
690,HU7883,21,15,1,1,17,9,3,3,841
691,MU721,4,9,1,1,17,9,7,4,1458
692,MU5101,41,10,1,1,17,9,6,5,1422
693,FM9301,71,15,0,1,17,9,7,6,1440
694,HU7604,35,15,1,1,17,9,5,6,1411
695,FM9513,36,15,0,1,17,10,5,7,1440
696,FM815,1,21,0,1,17,7,4,6,1200
697,FM9163,67,15,1,1,18,6,5,7,1320
698,MU5151,54,9,1,1,18,6,3,5,1027
699,MU5203,112,1,1,1,18,5,5,7,1320
700,CZ6998,55,15,1,1,18,5,4,6,1029
701,MU5333,14,9,0,1,18,4,3,5,840
702,CZ3596,53,9,0,1,18,5,2,7,1057
703,MU5529,50,1,1,2,19,0,6,6,916
704,FM9269,131,15,0,2,19,1,6,5,1020
705,9C8847,85,5,1,2,19,2,4,2,720
706,FM9451,20,15,1,2,19,3,5,3,840
707,MU5663,113,5,1,2,19,4,5,1,720
708,FM9305,47,15,0,2,19,5,3,1,780
709,9C8887,97,1,1,2,19,6,2,1,780
710,FM9201,17,15,1,2,19,6,4,1,1020
711,CA1590,40,21,1,2,19,5,2,0,648
712,MU5405,16,15,1,2,19,5,1,0,720
713,MU537,3,9,0,2,20,3,4,3,816
714,MU5535,127,1,0,2,20,2,5,3,600
715,FM9127,32,15,1,2,20,4,4,5,704
716,FM9415,100,15,0,2,20,1,7,6,960
717,CZ3548,46,21,0,2,20,3,8,6,1010
718,MU5423,73,6,1,2,20,4,6,4,780
719,NX137,5,6,1,2,20,5,7,5,941
720,CZ3576,59,2,1,2,20,6,8,5,1050
721,MU5337,130,2,1,2,20,6,8,5,1200
722,MU5103,43,19,1,2,20,5,8,4,960
723,HO1097,29,21,1,2,20,7,7,6,1136
724,MU5393,66,15,0,2,20,6,9,8,1320
725,FM817,0,15,1,2,21,7,7,7,1011
726,MU5691,75,2,1,2,21,6,8,8,1140
727,MU5153,45,9,1,2,21,8,4,6,780
728,HO1177,26,6,0,2,21,8,7,8,1399
729,FM9115,70,15,1,2,21,8,6,8,1320
730,FM9251,95,15,0,2,21,8,6,9,1260
731,MU5105,44,9,1,2,21,9,2,4,738
732,9C8881,9,5,1,2,21,8,4,8,1320
733,FM9399,126,14,0,2,21,8,5,7,1200
734,SC4862,22,15,1,2,21,8,4,6,1063
735,MF8371,23,15,1,2,21,5,3,6,687
736,MF8502,39,14,1,2,22,5,2,4,455
737,MU5513,48,6,1,2,22,3,3,5,595
738,SC4950,24,15,1,2,22,4,4,7,771
739,FM9297,76,15,0,2,22,3,2,4,421
740,MU5303,63,15,0,2,22,3,2,4,536
741,CZ3592,60,15,1,2,22,4,6,6,758
742,CZ3534,53,20,0,2,22,2,4,5,626
743,MU5343,65,6,1,2,22,5,0,2,367
744,MF8574,33,15,0,2,22,4,1,2,548
745,CA1832,42,19,1,2,22,3,1,3,813
746,MU5665,120,5,1,2,22,3,4,4,1020
747,CA1534,21,13,1,2,23,3,2,2,672
748,MU2506,51,15,1,2,23,2,3,4,576
749,HO1209,27,6,1,2,23,1,5,5,712
750,KN5738,50,15,1,2,23,2,4,3,484
751,MU5305,37,9,0,2,23,4,2,3,408
752,FM9391,99,15,0,2,23,3,5,4,720
753,HU7132,31,15,0,2,23,5,3,3,620
754,9C8823,10,5,1,2,23,4,5,5,900
755,MU5143,64,6,1,2,23,4,2,4,689
756,MU5107,69,9,1,2,24,4,0,2,366
757,HO1211,35,5,1,2,24,4,1,4,798
758,CZ3524,41,19,0,2,24,0,2,3,594
759,NS3220,28,15,1,2,24,1,3,5,746
760,MU5275,52,5,1,2,24,3,1,4,645
761,9C8837,11,5,0,2,24,2,3,6,857
762,MU2409,55,15,1,2,24,3,2,1,358
763,CA4516,14,8,1,2,25,3,1,1,405
764,CZ3966,54,9,1,2,25,2,1,2,537
765,CA4544,32,15,1,2,25,2,4,3,662
766,FM9457,36,15,1,2,25,2,7,3,870
767,KN2318,49,15,1,2,25,3,2,2,356
768,CZ3262,59,15,1,2,25,4,4,5,697
769,SC4668,25,15,1,2,25,3,1,4,511
770,HO1129,107,6,0,2,25,3,1,2,328
771,FM9465,61,15,1,2,25,4,2,6,728
772,MU5301,56,15,0,2,25,2,2,1,380
773,FM9573,128,15,1,2,25,1,2,1,540
774,MU5341,57,1,1,2,25,2,2,2,483
775,CA1837,38,9,0,2,26,2,4,6,1043
776,MU2219,47,6,1,2,26,4,0,4,433
777,9C8855,10,5,0,2,26,2,5,9,1054
778,MU5802,111,21,1,2,26,3,3,7,960
779,9C8865,97,5,1,2,26,2,5,7,1080
780,ZH9522,34,5,1,2,26,3,4,1,430
781,CZ3554,53,9,1,2,26,4,6,5,952
782,CZ8243,40,19,1,2,26,4,6,4,808
783,FM9357,23,15,0,2,26,3,7,6,1007
784,FM9371,33,15,0,2,26,4,6,7,933
785,MU2154,48,6,1,2,27,7,1,3,314
786,MU5647,26,5,0,2,27,4,5,7,1030
787,FM9333,24,15,1,2,27,5,6,5,683
788,MU5804,60,15,1,2,27,6,6,6,795
789,9C8961,9,5,1,2,27,6,5,6,814
790,MU2156,32,5,1,1,27,2,2,3,775
791,9C8807,99,5,0,1,27,0,7,5,1200
792,KA813,5,9,1,1,27,1,8,6,1091
793,HO1159,27,6,1,1,27,3,6,5,1104
794,FM9103,51,15,1,1,27,4,6,5,1068
795,MU9726,50,14,1,1,28,5,6,4,667
796,MU2469,28,15,1,1,28,7,3,5,639
797,SC8744,31,15,1,1,28,5,6,6,921
798,NH970,4,20,0,1,28,6,7,7,1091
799,MU5519,12,15,1,1,28,6,3,3,523
800,HO1113,36,1,1,1,28,6,9,9,1253
801,FM9309,25,15,0,1,28,6,9,8,1200
802,MU5427,42,15,1,1,28,6,3,2,487
803,9C8947,11,5,1,1,28,6,8,9,1393
804,MF8568,21,15,0,1,28,7,1,5,776
805,MU2508,58,15,1,1,28,6,6,8,1235
806,CA1532,41,19,1,1,28,8,2,7,937
808,NX109,6,6,1,1,28,6,7,10,1484
809,MU5271,129,1,0,1,28,8,4,9,1500
810,FM9063,109,15,1,1,29,4,5,7,1020
811,MU5345,61,15,1,1,29,5,6,8,1256
812,9C8775,98,5,1,1,29,5,5,7,1200
813,MU5097,2,9,0,1,29,4,5,6,977
814,SC4664,22,15,1,1,29,5,1,2,469
815,MU5307,55,15,0,1,29,4,4,4,864
816,MU5155,49,5,1,1,29,5,4,4,884
817,MU5109,46,9,1,1,29,6,3,4,900
818,HO1125,26,6,0,1,30,5,2,3,589
819,MU2158,34,6,1,1,30,3,1,4,592
820,CZ3538,54,8,0,1,30,2,4,5,770
821,FM9219,35,15,1,1,30,2,2,3,600
822,MU2434,52,1,0,1,30,1,2,3,720
823,MF8578,33,15,0,1,30,4,0,2,474
824,FM9329,60,15,0,1,30,3,1,4,661
825,MU2403,72,15,1,1,31,1,3,2,600
826,HO1215,28,6,1,1,31,0,8,5,940
827,MF8582,27,15,1,1,31,4,4,4,653
828,FM9209,58,15,1,1,31,3,6,5,776
829,FM845,3,9,1,1,31,2,9,6,987
830,CZ6982,57,15,1,1,31,6,4,4,732
831,MU5515,47,6,1,1,31,4,6,6,1043
832,MU5429,48,5,1,1,31,6,4,4,775
833,FM9373,31,15,0,1,31,7,6,7,1171
834,MU2160,51,6,1,1,32,6,2,4,629
835,HO1249,32,6,1,1,31,7,6,7,1079
837,MU5806,14,8,1,1,31,7,7,9,1260
838,9C8765,10,5,1,1,32,7,6,8,1080
839,MU5347,59,6,1,1,32,6,6,7,960
840,FM9375,23,6,0,1,32,6,5,5,726
841,MU2055,7,2,1,1,32,5,6,8,1054
842,FM9379,15,14,1,1,32,6,5,6,960
843,FM9521,105,15,0,1,32,6,5,6,1020
844,FM823,1,15,0,1,32,6,3,5,718
845,CZ3540,53,8,0,1,32,5,7,10,1275
846,FM9315,25,15,0,1,32,6,4,8,1107
847,FM9549,36,15,0,1,33,6,2,5,652
848,CZ3558,50,1,1,1,32,6,3,6,882
849,MU5439,49,1,1,1,33,6,2,4,703
850,FM9423,68,15,1,1,33,3,5,3,840
851,FM9207,56,15,1,1,33,2,5,4,688
852,HX249,6,9,1,1,33,2,6,5,898
853,MF8317,21,15,1,1,33,4,3,5,812
854,9C8995,100,5,1,1,33,3,4,7,1080
855,MU5313,41,8,0,1,33,5,2,6,900
856,MU5111,29,9,1,1,33,5,0,6,840
857,MU5385,52,5,0,1,33,6,4,6,947
858,FM9361,33,15,0,1,34,3,0,3,355
859,MU239,0,6,1,1,34,1,2,6,660
860,MU2522,61,15,0,1,34,4,3,7,822
861,MU5808,70,8,1,1,34,2,6,10,1200
862,FM9185,58,15,1,1,34,3,4,7,899
863,SC4670,22,15,1,1,34,4,6,9,1034
864,CZ3562,46,9,1,1,34,4,5,6,863
865,MU5543,59,1,1,1,34,6,4,7,786
866,HO1221,28,6,0,1,34,5,6,9,1039
867,MU5113,37,9,1,1,34,4,8,9,1200
868,FM9501,24,15,0,1,35,5,6,7,811
869,CZ3526,54,9,0,1,35,6,7,7,957
870,FM9116,26,15,1,1,35,5,5,5,801
871,MU5353,38,9,1,1,35,6,6,6,902
872,MU5689,48,15,0,1,35,6,7,5,960
873,MU5219,47,6,1,1,35,6,5,4,824
874,FM9425,116,15,0,1,35,6,7,7,1200
875,9C8885,10,1,1,1,35,7,8,8,1284
876,9C8949,11,1,1,1,35,7,6,7,1080
877,SC4666,32,15,1,1,35,7,3,5,702
878,9C8931,99,5,0,1,35,6,5,8,1080
879,MF8522,34,15,1,1,36,7,1,5,606
880,9C8895,9,1,0,1,35,6,4,9,1118
881,FM9327,2,21,0,1,35,7,2,9,1164
882,MU5810,51,15,1,1,36,7,0,7,1071
883,MU5121,43,9,1,1,36,2,6,5,612
884,OZ3625,5,9,0,1,36,0,8,6,903
885,MU2405,35,15,1,1,36,4,5,5,780
886,MF8510,31,15,1,1,37,6,4,4,602
887,MU5115,69,9,1,1,36,1,11,8,1260
888,MU2994,56,2,0,1,36,3,9,7,1227
889,SC4850,27,15,1,1,37,7,1,2,356
890,CA1524,25,13,1,1,37,7,3,4,686
891,MU2166,50,5,1,1,37,5,9,7,1202
892,MU5209,57,15,0,1,37,7,6,5,1075
893,HO1143,36,6,1,1,37,8,7,6,1179
894,MU5517,49,6,1,1,37,7,5,5,857
895,HO1079,23,1,0,1,37,8,5,4,813
896,FM9313,21,15,0,1,37,6,4,3,607
897,CZ6974,61,15,0,1,37,4,1,1,337
898,FM9363,55,15,0,1,37,5,3,3,643
899,KE816,4,19,0,1,37,5,5,6,981
900,HO1133,22,6,1,1,37,5,4,5,846
901,MU5117,42,10,1,1,38,3,2,2,364
902,MU5549,54,5,0,1,38,5,3,6,849
903,CA1518,12,19,1,1,38,4,1,1,354
904,CZ3832,58,2,1,1,38,3,2,3,714
905,MU5355,52,2,1,1,38,2,5,4,656
906,CZ3572,53,9,0,1,38,1,5,4,591
907,MU5581,133,2,1,1,38,5,0,3,447
908,CA1516,33,2,1,1,38,5,2,5,705
909,MU5579,32,1,0,1,38,3,5,7,1053
910,MF8552,24,15,1,1,38,4,5,7,1064
911,FM9395,59,15,0,1,38,2,8,9,1303
912,SC4674,26,15,1,1,39,4,2,2,322
913,MF8542,113,15,0,1,39,4,1,3,339
914,MU5411,35,15,0,1,39,4,4,5,780
915,9C8803,10,5,1,1,39,4,6,7,972
916,HX239,6,9,1,1,39,5,4,6,754
917,MU5357,28,6,1,1,39,4,4,5,686
918,MU5413,34,5,0,1,39,3,4,4,549
919,MU2168,37,9,1,1,39,3,7,8,905
920,KN2218,60,15,1,1,39,4,5,6,847
921,MU5119,45,19,1,1,40,5,3,3,432
922,CZ6584,48,2,1,1,40,4,5,8,867
923,9C8853,11,5,1,1,39,4,9,10,1260
924,HO1193,29,21,1,1,40,5,4,5,538
925,BR771,3,9,0,1,40,5,7,11,1277
926,9C8737,97,5,1,1,40,6,6,9,1140
927,FM9321,31,15,0,1,40,6,5,8,874
928,MU2512,49,15,0,1,40,5,1,3,418
929,CA1830,43,9,0,1,40,5,4,6,891
930,CA1528,27,15,1,1,40,6,4,7,982
931,MU5315,51,15,0,1,40,7,5,6,1054
932,SC1168,21,15,1,1,40,5,3,3,709
933,MU5157,30,9,1,1,41,3,2,2,396
934,ZH9516,38,9,1,1,41,4,3,2,494
935,MU5812,57,15,1,1,41,3,7,2,694
936,MF8506,23,15,0,1,41,3,4,2,642
937,MU5350,36,1,1,1,41,4,3,3,709
938,CZ3626,50,1,1,1,41,4,2,4,672
939,MU5415,25,1,0,1,41,5,1,5,753
940,CZ3504,40,19,0,1,41,4,3,6,935
941,CZ3552,47,2,1,1,41,2,1,2,451
942,HO1241,32,6,1,1,41,2,2,1,588
943,CA1522,39,21,1,1,42,2,4,3,433
944,MU2170,58,6,1,1,42,1,5,4,755
945,KN5956,48,15,1,1,42,2,4,4,637
946,CA4502,42,8,0,1,42,3,3,3,702
947,MU5309,61,15,1,1,42,4,2,2,642
948,HO1151,33,6,1,1,42,5,1,4,827
949,CZ3582,44,8,1,1,42,4,0,4,774
950,MF8536,28,15,0,1,43,1,2,2,389
951,CZ3588,53,9,1,1,43,1,4,3,580
952,MU5559,56,1,0,1,43,4,2,2,545
953,HO1235,26,6,0,1,43,2,5,5,849
954,MU5523,52,6,1,1,43,2,4,5,856
955,MU5359,75,6,1,1,43,3,2,5,960
956,MU2407,49,15,1,1,43,4,0,6,840
957,MU2514,55,15,0,1,43,5,2,8,1173
958,FM9107,22,15,1,1,44,2,2,5,557
959,MU2128,76,1,0,1,44,1,2,7,720
960,9C8955,9,5,1,1,44,3,2,7,893
961,MU5577,59,5,1,1,44,2,3,4,554
962,MU5123,117,9,1,1,44,2,4,11,1380
963,CZ3546,43,19,1,1,44,3,1,5,630
964,9C8929,11,5,1,1,44,3,2,8,1019
965,NX105,7,6,0,1,44,4,0,6,847
966,CZ3567,51,2,1,1,46,0,0,3,559
967,SC4688,28,15,0,1,46,1,0,3,661
968,CA1550,45,21,1,1,1,0,1,1,342
969,MU5125,46,9,1,1,1,1,1,3,540
970,MU5159,54,9,1,1,1,1,0,3,900
971,MU5331,40,9,1,1,2,0,0,1,600
972,MU5539,71,5,0,1,12,0,0,0,600
973,9C8917,100,1,0,0,13,0,2,0,600
974,9C8821,9,5,1,0,13,1,3,0,540
975,MU5459,103,5,1,1,14,1,2,0,480
976,9C8827,98,5,0,0,14,1,4,0,600
977,FM9279,51,15,1,1,13,0,7,0,916
978,FM9073,109,15,1,1,14,2,4,0,420
979,MU5633,35,5,1,1,14,3,5,0,631
980,FM9463,55,15,1,1,14,3,6,0,826
981,FM9231,66,14,1,1,14,4,6,0,840
982,FM9537,73,6,0,1,14,4,3,0,660
983,FM9535,47,14,1,1,14,5,6,0,933
984,FM9227,105,15,0,1,14,4,2,0,466
985,9C8819,85,5,0,0,14,0,6,0,1200
986,9C8845,11,5,1,0,14,1,3,0,780
987,FM9205,58,15,0,1,14,5,6,0,1172
988,MU5137,1,9,1,0,14,2,4,0,718
989,9C8607,82,5,1,0,14,3,3,0,780
990,9C8835,97,5,0,0,15,2,2,0,540
991,MU5571,70,15,1,1,15,1,3,0,660
992,9C8957,10,5,0,0,15,3,2,0,704
993,MU2510,57,15,0,1,15,1,1,0,471
994,9C8815,99,1,1,1,15,2,0,0,540
995,9C8909,95,1,1,0,15,0,6,0,600
996,MU5395,125,15,0,1,15,1,5,0,600
997,FM9307,2,9,0,0,15,1,4,0,595
998,9C8897,83,5,0,0,16,2,3,0,600
999,HO1095,24,1,1,1,15,0,8,0,1059
1000,9C8903,96,5,1,0,16,3,2,0,600
1001,FM9245,56,15,0,1,16,2,4,0,900
1002,HO1111,30,21,0,1,16,3,6,0,911
1003,MF8518,23,15,1,1,16,3,4,0,838
1004,FM9421,34,15,0,1,16,3,3,0,480
1005,FM9213,54,15,1,1,16,3,4,0,800
1006,MU5814,25,15,1,1,16,4,4,1,438
1007,FM9331,61,15,0,1,16,4,5,1,840
1008,CA1858,41,19,1,1,16,5,5,1,951
1009,MU5101,38,9,1,1,16,5,7,1,505
1010,MU5363,52,5,0,1,16,4,8,1,665
1011,FM9415,116,15,0,1,17,6,7,0,660
1012,HO1157,26,6,0,1,16,3,12,1,990
1013,HO1119,37,21,1,1,17,5,8,0,635
1014,MU511,5,9,0,1,17,6,8,0,716
1015,MU5389,50,6,1,1,17,4,11,0,960
1016,MU9720,15,14,1,1,17,8,7,0,840
1017,MU2285,128,2,1,1,17,7,8,0,900
1018,HO1207,27,6,1,1,17,9,9,0,983
1019,MU5401,29,8,1,1,17,10,6,1,782
1020,FM9263,19,15,1,1,17,8,7,2,960
1021,FM9147,48,15,1,1,17,8,10,2,1214
1022,MU721,3,2,1,1,17,9,8,3,1199
1023,FM9217,74,15,1,1,17,9,3,4,840
1024,FM9515,76,15,0,1,17,9,7,5,1320
1025,HU7604,31,15,1,1,17,9,3,6,991
1026,FM9453,126,14,1,1,17,10,7,7,1320
1027,MU2152,49,6,0,1,17,8,4,5,886
1029,MU5151,43,9,1,1,18,6,4,5,715
1030,FM9513,22,15,0,1,17,9,6,8,1283
1031,HU7883,21,15,1,1,18,6,3,2,593
1032,FM815,4,21,0,1,18,5,6,4,848
1033,FM9163,33,15,1,1,18,6,5,3,1020
1034,CZ3596,53,8,0,1,18,6,3,2,770
1035,CA1590,39,6,1,1,18,4,6,2,796
1036,9C8847,94,5,1,1,18,5,5,2,900
1037,MU5203,101,1,1,1,18,5,5,2,900
1038,MU5333,40,19,0,1,18,3,4,4,926
1039,MU5509,102,2,1,1,19,6,2,4,840
1040,FM9269,12,15,0,1,18,4,5,6,1200
1041,MU5663,130,5,1,1,18,5,5,6,1200
1042,MU5103,45,10,0,1,19,5,4,6,997
1043,FM9201,104,15,0,1,19,4,4,2,540
1044,FM9451,59,15,1,1,19,4,6,4,844
1045,MU5405,17,15,0,1,19,4,4,2,660
1046,FM9127,119,15,1,1,19,4,6,2,900
1047,MU5153,46,9,0,1,19,5,2,1,648
1048,FM9305,118,15,0,1,19,6,1,0,720
1049,MU5423,127,6,0,1,19,4,4,1,1020
1050,9C8887,11,5,0,1,19,5,3,2,979
1051,MU5337,68,2,0,1,20,2,3,3,600
1052,FM9251,13,15,0,1,20,3,1,2,360
1053,CZ3548,44,21,0,1,20,3,6,5,696
1054,MU5105,42,9,0,1,20,3,7,6,713
1055,NX137,7,6,1,1,20,2,11,12,1395
1056,MU5393,72,15,0,1,20,4,5,8,840
1057,HO1255,36,5,1,1,20,6,5,9,939
1058,MU5017,6,9,1,1,20,3,12,12,1439
1059,CZ3576,61,2,0,1,20,5,8,12,1312
1060,HO1097,30,21,0,1,20,6,7,11,1294
1061,FM817,0,15,1,1,20,7,7,8,1144
1062,MF8502,24,15,0,1,21,8,7,10,1336
1063,FM9115,75,15,1,1,21,9,7,10,1380
1064,MU5513,47,6,1,1,21,9,4,8,1183
1066,MU5691,60,1,1,1,21,8,1,6,840
1070,MF8371,21,15,0,1,21,8,2,8,1381
1071,MU5665,56,1,0,1,22,2,1,2,593
1072,CA1832,37,21,0,1,22,2,2,1,580
1073,MU5107,38,9,0,1,22,2,4,6,705
1074,HO1209,26,6,1,1,23,4,2,3,520
1075,MU5343,117,6,0,1,22,1,6,8,1260
1076,KN5738,49,15,1,1,23,6,4,4,677
1077,CZ3534,54,20,0,1,22,3,6,7,1178
1078,MU537,1,9,0,1,22,2,8,9,1499
1079,MU2506,55,15,0,1,23,6,4,4,864
1080,FM9391,67,15,0,1,23,6,2,2,600
1081,HU7606,39,9,0,1,23,5,5,4,789
1082,GS7884,35,1,1,1,23,4,4,4,623
1083,9C8823,11,5,0,1,23,4,7,7,1200
1084,HO1211,28,1,0,1,23,4,5,5,710
1085,MU5305,43,8,0,1,23,5,3,4,675
1086,KN2318,50,15,1,1,23,4,4,6,900
1087,HU7132,27,15,0,1,23,5,3,6,738
1088,CA4544,25,14,0,1,24,5,4,6,722
1089,CZ3966,48,1,0,1,24,4,4,5,697
1090,MU2409,57,15,1,1,24,5,6,9,1108
1091,CZ3908,53,8,0,1,24,3,4,6,840
1092,CZ3524,45,19,0,1,24,5,5,6,842
1093,MU5643,62,1,1,1,24,4,7,9,1140
1094,MF8512,24,15,1,1,24,5,6,8,874
1095,MU5275,59,6,0,1,24,4,5,6,882
1096,MU5109,29,9,0,1,24,5,4,3,659
1097,FM9457,34,15,1,1,24,5,7,4,1003
1098,MU5341,47,1,0,1,24,6,5,4,1039
1099,CA1502,42,10,0,1,25,6,5,3,1002
1100,CZ3262,61,15,1,1,25,6,4,2,1047
1101,FM9467,52,15,0,1,25,6,2,3,774
1102,MU2219,51,2,0,1,25,5,4,4,1117
1103,HU7608,40,10,0,1,25,6,2,6,1066
1104,MU5301,58,15,0,1,25,5,1,4,780
